f,P_mag,P_phase,G_mag,G_phase
0.228213776667351,-70.8617680378152,108.660638654824,-10.0171994567675,151.643774997658
0.228716267918282,-70.811393644884,108.583347060153,-9.94377872046895,151.412417926464
0.229219865576816,-70.7607517741272,108.505674347771,-9.87003453148454,151.179483802946
0.229724572079088,-70.7098385241726,108.427612569269,-9.79596256545187,150.944942968301
0.2302303898666,-70.6586499174758,108.349153567134,-9.7215584335813,150.708765019476
0.23073732138623,-70.6071818984076,108.27028896807,-9.64681768182017,150.470918787217
0.231245369090243,-70.5554303312808,108.191010176074,-9.57173579002207,150.231372313387
0.231754535436303,-70.5033909983172,108.111308365237,-9.4963081711233,149.990092827539
0.232264822887486,-70.4510595975496,108.031174472274,-9.42053017032757,149.747046722699
0.232776233912292,-70.3984317406584,107.950599188752,-9.34439706430122,149.502199530348
0.233288770984654,-70.3455029507398,107.869572953011,-9.26790406038031,149.255515894568
0.233802436583954,-70.2922686600018,107.788085941775,-9.19104629579221,149.00695954532
0.234317233195033,-70.2387242073882,107.706128061416,-9.1138188368935,148.756493270835
0.234833163308203,-70.1848648361243,107.623688938876,-9.03621667842669,148.504078889064
0.23535022941926,-70.1306856911844,107.540757912213,-8.9582347427984,148.249677218185
0.235868434029494,-70.0761818166757,107.457324020767,-8.87986787938157,147.993248046103
0.236387779645703,-70.0213481531377,107.373375994926,-8.80111086384487,147.734750098933
0.236908268780206,-69.9661795347511,107.288902245458,-8.72195839751229,147.474141008414
0.237429903950851,-69.9106706864556,107.203890852413,-8.64240510675644,147.211377278224
0.237952687681031,-69.8548162209706,107.11832955355,-8.56244554242913,146.946414249159
0.238476622499698,-69.7986106357166,107.032205732284,-8.48207417933324,146.679206063133
0.239001710941368,-69.7420483096322,106.945506405117,-8.40128541573993,146.409705625962
0.239527955546139,-69.6851234998835,106.858218208531,-8.32007357295582,146.137864568886
0.240055358859704,-69.627830338461,106.770327385323,-8.23843289494483,145.863633208793
0.240583923433358,-69.5701628286598,106.681819770344,-8.15635754800979,145.5869605071
0.241113651824017,-69.512114841438,106.592680775614,-8.07384162053952,145.307794027235
0.241644546594223,-69.4536801116484,106.50289537479,-7.99087912282694,145.026079890685
0.242176610312164,-69.3948522341391,106.412448086937,-7.90746398696475,144.741762731572
0.24270984555168,-69.3356246597165,106.321322959588,-7.82359006682507,144.454785649679
0.24324425489228,-69.2759906909654,106.22950355103,-7.73925113813055,144.165090161905
0.243779840919152,-69.2159434779206,106.136972911803,-7.65444089862418,143.872616152087
0.244316606223176,-69.1554760135832,106.043713565342,-7.56915296834607,143.577301819135
0.244854553400938,-69.0945811292759,105.949707487746,-7.48338089002599,143.279083623427
0.245393685054738,-69.0332514898292,105.854936086599,-7.3971181296006,142.977896231428
0.24593400379261,-68.9714795885924,105.759380178813,-7.31035807686523,142.673672458445
0.246475512228328,-68.9092577422618,105.663019967428,-7.22309404627089,142.366343209502
0.247018212981421,-68.8465780855175,105.565835017316,-7.13531927787713,142.055837418243
0.247562108677187,-68.7834325654613,105.467804229728,-7.04702693847283,141.742081983842
0.248107201946704,-68.7198129358461,105.368905815618,-6.95821012287743,141.425001705828
0.248653495426844,-68.6557107510896,105.269117267682,-6.86886185543567,141.104519216799
0.249200991760282,-68.5911173600596,105.168415331024,-6.77897509171994,140.780554912957
0.249749693595516,-68.5260238996245,105.066775972391,-6.68854272045543,140.453026882396
0.250299603586873,-68.4604212879554,104.964174347881,-6.59755756568317,140.121850831106
0.250850724394524,-68.3943002175706,104.860584769036,-6.50601238917861,139.786940006634
0.251403058684499,-68.3276511481104,104.755980667233,-6.41389989314253,139.44820511934
0.251956609128697,-68.2604642988291,104.650334556268,-6.32121272318336,139.105554261201
0.252511378404902,-68.1927296407933,104.543617993026,-6.22794347161047,138.758892822116
0.25306736919679,-68.1244368887712,104.435801536128,-6.13408468105924,138.408123403656
0.25362458419395,-68.0555754927992,104.32685470242,-6.03962884846955,138.053145730229
0.254183026091892,-67.9861346294117,104.216745921189,-5.94456842944091,137.693856557594
0.254742697592061,-67.9161031925174,104.10544248596,-5.84889584298806,137.330149578709
0.255303601401848,-67.8454697839067,103.992910503715,-5.75260347672269,136.96191532687
0.255865740234609,-67.7742227033714,103.879114841398,-5.65568369248729,136.589041076113
0.256429116809672,-67.7023499384197,103.764019069502,-5.55812883246932,136.21141073885
0.256993733852353,-67.6298391535675,103.647585402588,-5.45993122582428,135.828904760744
0.257559594093969,-67.5566776791845,103.529774636515,-5.36108319583789,135.441400012794
0.25812670027185,-67.4828524998752,103.410546082181,-5.26157706765861,135.048769680639
0.258695055129356,-67.4083502423717,103.289857495539,-5.16140517663303,134.650883151098
0.259264661415882,-67.3331571629151,103.167665003663,-5.06055987727756,134.247605895957
0.259835521886883,-67.2572591341009,103.043923026577,-4.95903355292098,133.838799353055
0.260407639303878,-67.1806416311623,102.918584194585,-4.85681862605346,133.42432080468
0.260981016434465,-67.1032897176632,102.79159926079,-4.75390756941809,133.004023253392
0.261555656052338,-67.0251880305742,102.662917008479,-4.65029291788231,132.577755295299
0.262131560937298,-66.9463207646987,102.532484153017,-4.5459672811264,132.14536099092
0.262708733875267,-66.8666716564194,102.400245237878,-4.44092335718694,131.706679733723
0.2632871776583,-66.7862239667301,102.266142524399,-4.33515394689303,131.261546116505
0.263866895084599,-66.7049604635188,102.130115874816,-4.22865196923278,130.80978979574
0.264447888958531,-66.6228634030645,101.992102628105,-4.12141047768697,130.351235354114
0.265030162090633,-66.5399145107083,101.852037468113,-4.01342267756535,129.88570216143
0.265613717297634,-66.4560949606592,101.70985228342,-3.90468194438038,129.413004234134
