f_1_P,f_2_P,f_3_P,Phi_1_P_P,Phi_2_P_P,Phi_3_P_P,Phi_1_G_P,Phi_2_G_P,Phi_3_G_P,f_1_P_line,f_2_P_line,f_3_P_line,mag_1_P_line,phase_o_line
0.323045053766158,1.1593991127244,1.38854249566442,20.6126914483111,34.657605547764,-3.84035254925948,0.0431736104490028,0.0431736104490028,0.204318206574499,0.323045053766158,1.1593991127244,1.38854249566442,100,-180
0,0,0,0,0,0,0,0,0,0.323045053766158,1.1593991127244,1.38854249566442,-1000,180
