f_osc_x,mag_x_P,phi_CP_x
0.0001,-43.7702020023526,178.850412861348
0.001,-3.93549382349084,168.647461281687
0.01,29.3102478243028,115.259039449818
0.323045053766158,58.749060358316,-20.6126914483111
1.1593991127244,61.4614481494417,-34.657605547764
1.38854249566442,61.0229638587049,3.84035254925948
10,47.6714431660675,-82.3738816402589
100,26.1748779722856,-122.80447023789
1000,-8.86077205168784,-171.438694905381
10000,-48.7670068713529,-179.13776103408
