f_osc_x,mag_x_Q,phi_CQ_x
0.0001,-50.8138523645799,178.850412861348
0.001,-10.9791441857181,168.647461281687
0.01,22.2665974620756,115.259039449818
0.324469209882401,51.7305096762077,32.4780504674814
1.18779129589252,54.3707423053945,50.480114583468
1.39466393682196,53.9661203132379,86.4189951380652
10,40.6277928038403,-82.3738816402589
100,19.1312276100583,-122.80447023789
1000,-15.9044224139151,-171.438694905381
10000,-55.8106572335802,-179.13776103408
