f_1_Q,f_2_Q,f_3_Q,Phi_1_P_Q,Phi_2_P_Q,Phi_3_P_Q,Phi_1_G_Q,Phi_2_G_Q,Phi_3_G_Q,f_1_Q_line,f_2_Q_line,f_3_Q_line,mag_1_P_line,phase_o_line
0.324469209882401,1.18779129589252,1.39466393682196,-32.4780504674814,-50.480114583468,-86.4189951380652,-5.15838450049398,-5.15838450049398,-1.71313960052817,0.324469209882401,1.18779129589252,1.39466393682196,100,-180
0,0,0,0,0,0,0,0,0,0.324469209882401,1.18779129589252,1.39466393682196,-1000,180
